Data as of,Start Date,End Date,Year,Month,Group,State,Indicator,Non-Hispanic White,Non-Hispanic Black or African American,Non-Hispanic American Indian or Alaska Native,Non-Hispanic Asian,Non-Hispanic Native Hawaiian or Other Pacific Islander,Non Hispanic more than one race,Hispanic or Latino,Footnote
06/02/2021,10/01/2020,10/31/2020,2020,10,By Month,New Hampshire,Distribution of COVID-19 deaths (%),97.6,0,0,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,10/01/2020,10/31/2020,2020,10,By Month,New Hampshire,Unweighted distribution of population (%),89.8,1.5,0.2,2.9,0,1.6,4,
06/02/2021,10/01/2020,10/31/2020,2020,10,By Month,New Hampshire,Weighted distribution of population (%),84.7,2.4,0.2,4.2,0,1.8,6.8,
06/02/2021,11/01/2020,11/30/2020,2020,11,By Month,New Hampshire,Count of COVID-19 deaths,68,0,0,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,11/01/2020,11/30/2020,2020,11,By Month,New Hampshire,Distribution of COVID-19 deaths (%),97.1,0,0,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,11/01/2020,11/30/2020,2020,11,By Month,New Hampshire,Unweighted distribution of population (%),89.8,1.5,0.2,2.9,0,1.6,4,
06/02/2021,11/01/2020,11/30/2020,2020,11,By Month,New Hampshire,Weighted distribution of population (%),87,2,0.2,3.5,0,1.7,5.6,
06/02/2021,12/01/2020,12/31/2020,2020,12,By Month,New Hampshire,Count of COVID-19 deaths,260,,0,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,12/01/2020,12/31/2020,2020,12,By Month,New Hampshire,Distribution of COVID-19 deaths (%),94.2,,0,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,12/01/2020,12/31/2020,2020,12,By Month,New Hampshire,Unweighted distribution of population (%),89.8,1.5,0.2,2.9,0,1.6,4,
06/02/2021,12/01/2020,12/31/2020,2020,12,By Month,New Hampshire,Weighted distribution of population (%),86.4,2.1,0.2,3.8,0,1.7,5.9,
06/02/2021,01/01/2021,01/31/2021,2021,1,By Month,New Hampshire,Count of COVID-19 deaths,301,0,0,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,01/01/2021,01/31/2021,2021,1,By Month,New Hampshire,Distribution of COVID-19 deaths (%),96.5,0,0,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,01/01/2021,01/31/2021,2021,1,By Month,New Hampshire,Unweighted distribution of population (%),89.8,1.5,0.2,2.9,0,1.6,4,
06/02/2021,01/01/2021,01/31/2021,2021,1,By Month,New Hampshire,Weighted distribution of population (%),87.1,1.9,0.2,3.6,0,1.7,5.5,
06/02/2021,02/01/2021,02/28/2021,2021,2,By Month,New Hampshire,Count of COVID-19 deaths,85,,0,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,02/01/2021,02/28/2021,2021,2,By Month,New Hampshire,Distribution of COVID-19 deaths (%),96.6,,0,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,02/01/2021,02/28/2021,2021,2,By Month,New Hampshire,Unweighted distribution of population (%),89.8,1.5,0.2,2.9,0,1.6,4,
06/02/2021,02/01/2021,02/28/2021,2021,2,By Month,New Hampshire,Weighted distribution of population (%),87.7,1.8,0.2,3.4,0,1.6,5.3,
06/02/2021,03/01/2021,03/31/2021,2021,3,By Month,New Hampshire,Count of COVID-19 deaths,46,,0,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,03/01/2021,03/31/2021,2021,3,By Month,New Hampshire,Distribution of COVID-19 deaths (%),93.9,,0,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,03/01/2021,03/31/2021,2021,3,By Month,New Hampshire,Unweighted distribution of population (%),89.8,1.5,0.2,2.9,0,1.6,4,
06/02/2021,03/01/2021,03/31/2021,2021,3,By Month,New Hampshire,Weighted distribution of population (%),86.9,2,0.2,3.6,0,1.7,5.6,
06/02/2021,04/01/2021,04/30/2021,2021,4,By Month,New Hampshire,Count of COVID-19 deaths,32,0,0,0,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,04/01/2021,04/30/2021,2021,4,By Month,New Hampshire,Distribution of COVID-19 deaths (%),91.4,0,0,0,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,04/01/2021,04/30/2021,2021,4,By Month,New Hampshire,Unweighted distribution of population (%),89.8,1.5,0.2,2.9,0,1.6,4,
06/02/2021,04/01/2021,04/30/2021,2021,4,By Month,New Hampshire,Weighted distribution of population (%),87.2,1.9,0.2,3.6,0,1.7,5.4,
06/02/2021,05/01/2021,05/29/2021,2021,5,By Month,New Hampshire,Count of COVID-19 deaths,28,0,0,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,05/01/2021,05/29/2021,2021,5,By Month,New Hampshire,Distribution of COVID-19 deaths (%),93.3,0,0,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,05/01/2021,05/29/2021,2021,5,By Month,New Hampshire,Unweighted distribution of population (%),89.8,1.5,0.2,2.9,0,1.6,4,
06/02/2021,05/01/2021,05/29/2021,2021,5,By Month,New Hampshire,Weighted distribution of population (%),87.2,1.9,0.2,3.7,0,1.7,5.4,
06/02/2021,01/01/2020,05/29/2021,2020/2021,,By Total,New Jersey,Count of COVID-19 deaths,13738,4039,18,1467,,92,4994,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,01/01/2020,05/29/2021,2020/2021,,By Total,New Jersey,Distribution of COVID-19 deaths (%),56.4,16.6,0.1,6,,0.4,20.5,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,01/01/2020,05/29/2021,2020/2021,,By Total,New Jersey,Unweighted distribution of population (%),54.6,12.9,0.1,9.8,0,1.6,20.9,
06/02/2021,01/01/2020,05/29/2021,2020/2021,,By Total,New Jersey,Weighted distribution of population (%),50.4,14.1,0.1,11.3,0,1.5,22.4,
06/02/2021,01/01/2020,12/31/2020,2020,,By Year,New Jersey,Count of COVID-19 deaths,10027,3093,14,1084,,68,3804,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,01/01/2020,12/31/2020,2020,,By Year,New Jersey,Distribution of COVID-19 deaths (%),55.4,17.1,0.1,6,,0.4,21,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,01/01/2020,12/31/2020,2020,,By Year,New Jersey,Unweighted distribution of population (%),54.6,12.9,0.1,9.8,0,1.6,20.9,
06/02/2021,01/01/2020,12/31/2020,2020,,By Year,New Jersey,Weighted distribution of population (%),49.7,14.4,0.1,11.5,0,1.5,22.7,
06/02/2021,01/01/2021,05/29/2021,2021,,By Year,New Jersey,Count of COVID-19 deaths,3711,946,,383,0,24,1190,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,01/01/2021,05/29/2021,2021,,By Year,New Jersey,Distribution of COVID-19 deaths (%),59.3,15.1,,6.1,0,0.4,19,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,01/01/2021,05/29/2021,2021,,By Year,New Jersey,Unweighted distribution of population (%),54.6,12.9,0.1,9.8,0,1.6,20.9,
06/02/2021,01/01/2021,05/29/2021,2021,,By Year,New Jersey,Weighted distribution of population (%),52.7,13.3,0.1,10.8,0,1.5,21.5,
06/02/2021,01/01/2020,01/31/2020,2020,1,By Month,New Jersey,Count of COVID-19 deaths,0,0,0,0,0,0,0,
06/02/2021,01/01/2020,01/31/2020,2020,1,By Month,New Jersey,Distribution of COVID-19 deaths (%),0,0,0,0,0,0,0,
06/02/2021,01/01/2020,01/31/2020,2020,1,By Month,New Jersey,Unweighted distribution of population (%),54.6,12.9,0.1,9.8,0,1.6,20.9,
06/02/2021,01/01/2020,01/31/2020,2020,1,By Month,New Jersey,Weighted distribution of population (%),0,0,0,0,0,0,0,
06/02/2021,02/01/2020,02/29/2020,2020,2,By Month,New Jersey,Count of COVID-19 deaths,0,0,0,0,0,0,0,
06/02/2021,02/01/2020,02/29/2020,2020,2,By Month,New Jersey,Distribution of COVID-19 deaths (%),0,0,0,0,0,0,0,
06/02/2021,02/01/2020,02/29/2020,2020,2,By Month,New Jersey,Unweighted distribution of population (%),54.6,12.9,0.1,9.8,0,1.6,20.9,
06/02/2021,02/01/2020,02/29/2020,2020,2,By Month,New Jersey,Weighted distribution of population (%),0,0,0,0,0,0,0,
06/02/2021,03/01/2020,03/31/2020,2020,3,By Month,New Jersey,Count of COVID-19 deaths,405,116,0,60,0,,107,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,03/01/2020,03/31/2020,2020,3,By Month,New Jersey,Distribution of COVID-19 deaths (%),58.7,16.8,0,8.7,0,,15.5,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,03/01/2020,03/31/2020,2020,3,By Month,New Jersey,Unweighted distribution of population (%),54.6,12.9,0.1,9.8,0,1.6,20.9,
06/02/2021,03/01/2020,03/31/2020,2020,3,By Month,New Jersey,Weighted distribution of population (%),48.3,14.2,0.1,12.5,0,1.5,23.4,
06/02/2021,04/01/2020,04/30/2020,2020,4,By Month,New Jersey,Count of COVID-19 deaths,4733,1741,,537,,36,1917,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,04/01/2020,04/30/2020,2020,4,By Month,New Jersey,Distribution of COVID-19 deaths (%),52.8,19.4,,6,,0.4,21.4,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,04/01/2020,04/30/2020,2020,4,By Month,New Jersey,Unweighted distribution of population (%),54.6,12.9,0.1,9.8,0,1.6,20.9,
06/02/2021,04/01/2020,04/30/2020,2020,4,By Month,New Jersey,Weighted distribution of population (%),47.4,15,0.1,12,0,1.5,23.9,
06/02/2021,05/01/2020,05/31/2020,2020,5,By Month,New Jersey,Count of COVID-19 deaths,1879,550,,208,0,,705,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,05/01/2020,05/31/2020,2020,5,By Month,New Jersey,Distribution of COVID-19 deaths (%),56,16.4,,6.2,0,,21,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,05/01/2020,05/31/2020,2020,5,By Month,New Jersey,Unweighted distribution of population (%),54.6,12.9,0.1,9.8,0,1.6,20.9,
06/02/2021,05/01/2020,05/31/2020,2020,5,By Month,New Jersey,Weighted distribution of population (%),52.3,13.5,0.1,11.1,0,1.5,21.4,
06/02/2021,06/01/2020,06/30/2020,2020,6,By Month,New Jersey,Count of COVID-19 deaths,490,126,,43,0,,175,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,06/01/2020,06/30/2020,2020,6,By Month,New Jersey,Distribution of COVID-19 deaths (%),58.5,15,,5.1,0,,20.9,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,06/01/2020,06/30/2020,2020,6,By Month,New Jersey,Unweighted distribution of population (%),54.6,12.9,0.1,9.8,0,1.6,20.9,
06/02/2021,06/01/2020,06/30/2020,2020,6,By Month,New Jersey,Weighted distribution of population (%),53.4,14.1,0.1,10.2,0,1.6,20.5,
06/02/2021,07/01/2020,07/31/2020,2020,7,By Month,New Jersey,Count of COVID-19 deaths,182,54,0,19,0,,72,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,07/01/2020,07/31/2020,2020,7,By Month,New Jersey,Distribution of COVID-19 deaths (%),55.3,16.4,0,5.8,0,,21.9,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,07/01/2020,07/31/2020,2020,7,By Month,New Jersey,Unweighted distribution of population (%),54.6,12.9,0.1,9.8,0,1.6,20.9,
06/02/2021,07/01/2020,07/31/2020,2020,7,By Month,New Jersey,Weighted distribution of population (%),53.2,13.2,0.1,11.6,0,1.6,20.3,
06/02/2021,08/01/2020,08/31/2020,2020,8,By Month,New Jersey,Count of COVID-19 deaths,100,31,0,,0,0,31,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,08/01/2020,08/31/2020,2020,8,By Month,New Jersey,Distribution of COVID-19 deaths (%),59.5,18.5,0,,0,0,18.5,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,08/01/2020,08/31/2020,2020,8,By Month,New Jersey,Unweighted distribution of population (%),54.6,12.9,0.1,9.8,0,1.6,20.9,
06/02/2021,08/01/2020,08/31/2020,2020,8,By Month,New Jersey,Weighted distribution of population (%),52,14.9,0.1,10.2,0,1.6,21.1,
06/02/2021,09/01/2020,09/30/2020,2020,9,By Month,New Jersey,Count of COVID-19 deaths,90,17,0,,0,0,27,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,09/01/2020,09/30/2020,2020,9,By Month,New Jersey,Distribution of COVID-19 deaths (%),62.9,11.9,0,,0,0,18.9,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,09/01/2020,09/30/2020,2020,9,By Month,New Jersey,Unweighted distribution of population (%),54.6,12.9,0.1,9.8,0,1.6,20.9,
06/02/2021,09/01/2020,09/30/2020,2020,9,By Month,New Jersey,Weighted distribution of population (%),54.3,13.4,0.1,10.4,0,1.6,20.1,
06/02/2021,10/01/2020,10/31/2020,2020,10,By Month,New Jersey,Count of COVID-19 deaths,181,31,0,17,0,,48,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,10/01/2020,10/31/2020,2020,10,By Month,New Jersey,Distribution of COVID-19 deaths (%),65.1,11.2,0,6.1,0,,17.3,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,10/01/2020,10/31/2020,2020,10,By Month,New Jersey,Unweighted distribution of population (%),54.6,12.9,0.1,9.8,0,1.6,20.9,
06/02/2021,10/01/2020,10/31/2020,2020,10,By Month,New Jersey,Weighted distribution of population (%),53.8,13.9,0.1,10.2,0,1.6,20.3,
06/02/2021,11/01/2020,11/30/2020,2020,11,By Month,New Jersey,Count of COVID-19 deaths,531,126,,44,,,230,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,11/01/2020,11/30/2020,2020,11,By Month,New Jersey,Distribution of COVID-19 deaths (%),56.5,13.4,,4.7,,,24.5,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,11/01/2020,11/30/2020,2020,11,By Month,New Jersey,Unweighted distribution of population (%),54.6,12.9,0.1,9.8,0,1.6,20.9,
06/02/2021,11/01/2020,11/30/2020,2020,11,By Month,New Jersey,Weighted distribution of population (%),50,15.1,0.1,10.5,0,1.5,22.7,
06/02/2021,12/01/2020,12/31/2020,2020,12,By Month,New Jersey,Count of COVID-19 deaths,1436,301,,141,,10,492,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,12/01/2020,12/31/2020,2020,12,By Month,New Jersey,Distribution of COVID-19 deaths (%),60.3,12.6,,5.9,,0.4,20.6,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,12/01/2020,12/31/2020,2020,12,By Month,New Jersey,Unweighted distribution of population (%),54.6,12.9,0.1,9.8,0,1.6,20.9,
06/02/2021,12/01/2020,12/31/2020,2020,12,By Month,New Jersey,Weighted distribution of population (%),53.4,13,0.1,10.7,0,1.5,21.1,
06/02/2021,01/01/2021,01/31/2021,2021,1,By Month,New Jersey,Count of COVID-19 deaths,1548,315,,147,0,,420,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,01/01/2021,01/31/2021,2021,1,By Month,New Jersey,Distribution of COVID-19 deaths (%),63.5,12.9,,6,0,,17.2,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,01/01/2021,01/31/2021,2021,1,By Month,New Jersey,Unweighted distribution of population (%),54.6,12.9,0.1,9.8,0,1.6,20.9,
06/02/2021,01/01/2021,01/31/2021,2021,1,By Month,New Jersey,Weighted distribution of population (%),54.3,12.5,0.1,10.8,0,1.5,20.7,
06/02/2021,02/01/2021,02/28/2021,2021,2,By Month,New Jersey,Count of COVID-19 deaths,872,200,0,92,0,,254,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,02/01/2021,02/28/2021,2021,2,By Month,New Jersey,Distribution of COVID-19 deaths (%),61.3,14.1,0,6.5,0,,17.9,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,02/01/2021,02/28/2021,2021,2,By Month,New Jersey,Unweighted distribution of population (%),54.6,12.9,0.1,9.8,0,1.6,20.9,
06/02/2021,02/01/2021,02/28/2021,2021,2,By Month,New Jersey,Weighted distribution of population (%),53.1,13,0.1,11,0,1.5,21.3,
06/02/2021,03/01/2021,03/31/2021,2021,3,By Month,New Jersey,Count of COVID-19 deaths,584,151,,55,0,,216,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,03/01/2021,03/31/2021,2021,3,By Month,New Jersey,Distribution of COVID-19 deaths (%),57.7,14.9,,5.4,0,,21.3,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,03/01/2021,03/31/2021,2021,3,By Month,New Jersey,Unweighted distribution of population (%),54.6,12.9,0.1,9.8,0,1.6,20.9,
06/02/2021,03/01/2021,03/31/2021,2021,3,By Month,New Jersey,Weighted distribution of population (%),51.7,13.2,0.1,11,0,1.5,22.4,
06/02/2021,04/01/2021,04/30/2021,2021,4,By Month,New Jersey,Count of COVID-19 deaths,507,212,0,64,0,,215,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,04/01/2021,04/30/2021,2021,4,By Month,New Jersey,Distribution of COVID-19 deaths (%),50.5,21.1,0,6.4,0,,21.4,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,04/01/2021,04/30/2021,2021,4,By Month,New Jersey,Unweighted distribution of population (%),54.6,12.9,0.1,9.8,0,1.6,20.9,
06/02/2021,04/01/2021,04/30/2021,2021,4,By Month,New Jersey,Weighted distribution of population (%),50.6,15,0.1,10.4,0,1.5,22.3,
06/02/2021,05/01/2021,05/29/2021,2021,5,By Month,New Jersey,Count of COVID-19 deaths,200,68,,25,0,0,85,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,05/01/2021,05/29/2021,2021,5,By Month,New Jersey,Distribution of COVID-19 deaths (%),52.6,17.9,,6.6,0,0,22.4,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,05/01/2021,05/29/2021,2021,5,By Month,New Jersey,Unweighted distribution of population (%),54.6,12.9,0.1,9.8,0,1.6,20.9,
06/02/2021,05/01/2021,05/29/2021,2021,5,By Month,New Jersey,Weighted distribution of population (%),50,14.7,0.1,10.7,0,1.5,22.9,
06/02/2021,01/01/2020,05/29/2021,2020/2021,,By Total,New Mexico,Count of COVID-19 deaths,1133,50,1269,22,,,1599,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,01/01/2020,05/29/2021,2020/2021,,By Total,New Mexico,Distribution of COVID-19 deaths (%),27.7,1.2,31,0.5,,,39.1,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,01/01/2020,05/29/2021,2020/2021,,By Total,New Mexico,Unweighted distribution of population (%),36.8,1.9,8.8,1.6,0.1,1.5,49.3,
06/02/2021,01/01/2020,05/29/2021,2020/2021,,By Total,New Mexico,Weighted distribution of population (%),37.3,2.4,6.5,2.3,0.1,1.8,49.7,
06/02/2021,01/01/2020,12/31/2020,2020,,By Year,New Mexico,Count of COVID-19 deaths,789,36,924,17,,,1097,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,01/01/2020,12/31/2020,2020,,By Year,New Mexico,Distribution of COVID-19 deaths (%),27.4,1.3,32.1,0.6,,,38.1,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,01/01/2020,12/31/2020,2020,,By Year,New Mexico,Unweighted distribution of population (%),36.8,1.9,8.8,1.6,0.1,1.5,49.3,
06/02/2021,01/01/2020,12/31/2020,2020,,By Year,New Mexico,Weighted distribution of population (%),37.3,2.4,6.6,2.3,0.1,1.8,49.6,
06/02/2021,01/01/2021,05/29/2021,2021,,By Year,New Mexico,Count of COVID-19 deaths,344,14,345,,,,502,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,01/01/2021,05/29/2021,2021,,By Year,New Mexico,Distribution of COVID-19 deaths (%),28.3,1.2,28.3,,,,41.2,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,01/01/2021,05/29/2021,2021,,By Year,New Mexico,Unweighted distribution of population (%),36.8,1.9,8.8,1.6,0.1,1.5,49.3,
06/02/2021,01/01/2021,05/29/2021,2021,,By Year,New Mexico,Weighted distribution of population (%),37.4,2.3,6.2,2.3,0.1,1.7,50,
06/02/2021,01/01/2020,01/31/2020,2020,1,By Month,New Mexico,Count of COVID-19 deaths,0,0,0,0,0,0,0,
06/02/2021,01/01/2020,01/31/2020,2020,1,By Month,New Mexico,Distribution of COVID-19 deaths (%),0,0,0,0,0,0,0,
06/02/2021,01/01/2020,01/31/2020,2020,1,By Month,New Mexico,Unweighted distribution of population (%),36.8,1.9,8.8,1.6,0.1,1.5,49.3,
06/02/2021,01/01/2020,01/31/2020,2020,1,By Month,New Mexico,Weighted distribution of population (%),0,0,0,0,0,0,0,
06/02/2021,02/01/2020,02/29/2020,2020,2,By Month,New Mexico,Count of COVID-19 deaths,0,0,0,0,0,0,0,
06/02/2021,02/01/2020,02/29/2020,2020,2,By Month,New Mexico,Distribution of COVID-19 deaths (%),0,0,0,0,0,0,0,
06/02/2021,02/01/2020,02/29/2020,2020,2,By Month,New Mexico,Unweighted distribution of population (%),36.8,1.9,8.8,1.6,0.1,1.5,49.3,
06/02/2021,02/01/2020,02/29/2020,2020,2,By Month,New Mexico,Weighted distribution of population (%),0,0,0,0,0,0,0,
06/02/2021,03/01/2020,03/31/2020,2020,3,By Month,New Mexico,Count of COVID-19 deaths,,0,,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,03/01/2020,03/31/2020,2020,3,By Month,New Mexico,Distribution of COVID-19 deaths (%),,0,,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,03/01/2020,03/31/2020,2020,3,By Month,New Mexico,Unweighted distribution of population (%),36.8,1.9,8.8,1.6,0.1,1.5,49.3,
06/02/2021,03/01/2020,03/31/2020,2020,3,By Month,New Mexico,Weighted distribution of population (%),38.9,2.4,6.9,2.3,0.1,1.8,47.6,
06/02/2021,04/01/2020,04/30/2020,2020,4,By Month,New Mexico,Count of COVID-19 deaths,51,,90,0,0,,19,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,04/01/2020,04/30/2020,2020,4,By Month,New Mexico,Distribution of COVID-19 deaths (%),31.1,,54.9,0,0,,11.6,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,04/01/2020,04/30/2020,2020,4,By Month,New Mexico,Unweighted distribution of population (%),36.8,1.9,8.8,1.6,0.1,1.5,49.3,
06/02/2021,04/01/2020,04/30/2020,2020,4,By Month,New Mexico,Weighted distribution of population (%),37.6,2.2,11.4,2.2,0.1,1.9,44.7,
06/02/2021,05/01/2020,05/31/2020,2020,5,By Month,New Mexico,Count of COVID-19 deaths,51,,176,0,0,,35,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,05/01/2020,05/31/2020,2020,5,By Month,New Mexico,Distribution of COVID-19 deaths (%),19.3,,66.7,0,0,,13.3,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,05/01/2020,05/31/2020,2020,5,By Month,New Mexico,Unweighted distribution of population (%),36.8,1.9,8.8,1.6,0.1,1.5,49.3,
06/02/2021,05/01/2020,05/31/2020,2020,5,By Month,New Mexico,Weighted distribution of population (%),37.2,2.3,10.7,2.3,0.1,1.8,45.6,
06/02/2021,06/01/2020,06/30/2020,2020,6,By Month,New Mexico,Count of COVID-19 deaths,22,0,90,,0,0,16,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,06/01/2020,06/30/2020,2020,6,By Month,New Mexico,Distribution of COVID-19 deaths (%),17.1,0,69.8,,0,0,12.4,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,06/01/2020,06/30/2020,2020,6,By Month,New Mexico,Unweighted distribution of population (%),36.8,1.9,8.8,1.6,0.1,1.5,49.3,
06/02/2021,06/01/2020,06/30/2020,2020,6,By Month,New Mexico,Weighted distribution of population (%),37.1,2.3,8.4,2.3,0.1,1.8,48,
06/02/2021,07/01/2020,07/31/2020,2020,7,By Month,New Mexico,Count of COVID-19 deaths,39,,75,0,0,,50,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,07/01/2020,07/31/2020,2020,7,By Month,New Mexico,Distribution of COVID-19 deaths (%),23.2,,44.6,0,0,,29.8,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,07/01/2020,07/31/2020,2020,7,By Month,New Mexico,Unweighted distribution of population (%),36.8,1.9,8.8,1.6,0.1,1.5,49.3,
06/02/2021,07/01/2020,07/31/2020,2020,7,By Month,New Mexico,Weighted distribution of population (%),37.4,2.4,6.6,2.3,0.1,1.8,49.4,
06/02/2021,08/01/2020,08/31/2020,2020,8,By Month,New Mexico,Count of COVID-19 deaths,24,,41,0,0,0,31,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,08/01/2020,08/31/2020,2020,8,By Month,New Mexico,Distribution of COVID-19 deaths (%),24.7,,42.3,0,0,0,32,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,08/01/2020,08/31/2020,2020,8,By Month,New Mexico,Unweighted distribution of population (%),36.8,1.9,8.8,1.6,0.1,1.5,49.3,
06/02/2021,08/01/2020,08/31/2020,2020,8,By Month,New Mexico,Weighted distribution of population (%),37.3,2.4,6.4,2.3,0.1,1.8,49.8,
06/02/2021,09/01/2020,09/30/2020,2020,9,By Month,New Mexico,Count of COVID-19 deaths,11,0,17,,0,,22,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
